id,subject,body,label,category
1264,[스마트론] 이커머스 관련 최신 아티클 모음,"금융나라 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 리모트워크 생산성 향상 방법론
- 디자인 트렌드 2024년 키워드 분석
- 국내 스타트업 투자 동향 — 11월 결산

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
1265,토스 결제 완료 안내 (2000원),"임나연님, 결제가 완료되었습니다.

주문번호: ORD94013706
상품명: 명품 가방
결제금액: 100원
결제일시: 2024년 05월 05일

이용해 주셔서 감사합니다.
스마트론 드림",ham,청구서/영수증
1266,명품 가방 공동구매 마감 임박!,"안녕하세요, 빠른대출입니다.

이번 주말까지 명품 가방 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://tinyurl.com/spam123

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
1267,연간 보고서 관련 검토 요청드립니다,"안녕하세요, 권태양님.

고객 분석 프로젝트 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 07월 24일까지 피드백 부탁드립니다.

감사합니다.
강매니저 드림",ham,업무
1268,[중요] 개인정보 처리방침 변경 안내,"안녕하세요, 김민준님.

쿠팡로켓와우의 이용약관이 2024년 05월 11일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
1269,[서울대학교] 장학금 신청 안내,"강하은님,

통계학 과제 제출 기한이 2024년 02월 26일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1270,신용등급 상관없이 500만원 대출 승인!,"【코인킹】 배준혁님 전용 대출 상품 안내

현재 보유하신 신용점수로 1000만원 즉시 대출 가능합니다.

- 최저금리 5.5%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://bit.ly/3xK9p2m",spam,대출/금융
1271,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 머니플러스 카지노에 가입하시면 500만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 500만원 지급

▶ 가입하기: http://bit.ly/3xK9p2m",spam,도박
1272,박지호님만을 위한 VIP 투자 정보,"안녕하세요!

매달 안정적으로 50만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 에어팟 Pro 받아가세요.
▶ http://loan-quick.xyz/apply

수신거부 http://loan-quick.xyz/apply/unsubscribe",spam,투자/주식
1273,스마트워치 주문 확인 안내,"임나연님의 노트북 주문이 확인되었습니다.

주문 정보:
주문번호: ORD77953711
결제금액: 50원
배송지: 서울시 마포구 128번지
예상 배송일: 2024년 12월 06일

문의사항은 1:1 채팅으로 연락 주세요.
금융나라 고객센터",ham,배송/쇼핑
1274,경제학원론 과제 제출 안내 — 2024년 04월 26일까지,"안녕하세요, 최수아님.

성균관대학교 학사지원팀입니다.

5월 학사 일정을 안내드립니다.

- QA 테스트: 2024년 10월 27일
- 요구사항 분석 완료: 2024년 10월 27일
- 배포 준비: 2024년 10월 27일

자세한 사항은 학교 홈페이지를 참고해 주세요.

성균관대학교 드림",ham,학교/교육
1275,[공지] 사무실 생일 파티 안내,"안녕하세요, 배준혁님.

멜론의 이용약관이 2024년 11월 08일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
1276,[배송추적] 태블릿 배송 현황,"권태양님의 건강기능식품 주문이 확인되었습니다.

주문 정보:
주문번호: ORD99213558
결제금액: 3000원
배송지: 인천시 연수구 758번지
예상 배송일: 2024년 02월 10일

문의사항은 1:1 채팅으로 연락 주세요.
톱광고 고객센터",ham,배송/쇼핑
1277,[공지] 6월 정기 시스템 점검 안내,"안녕하세요.

쿠팡로켓와우 운영팀입니다.

1월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 02월 09일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

쿠팡로켓와우 운영팀 드림",ham,공지/안내
1278,[공지] 생일 파티 행사 안내,"송현우님,

컴퓨터과학개론 과제 제출 기한이 2024년 03월 10일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1279,[공지] 사무실 동창회 안내,"안녕하세요.

토스 운영팀입니다.

9월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 08월 30일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

토스 운영팀 드림",ham,공지/안내
1280,전문가 픽! 이번 주 급등 예상 종목,"안녕하세요!

매달 안정적으로 300만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 다이슨 청소기 받아가세요.
▶ http://prize-win.info/claim

수신거부 http://prize-win.info/claim/unsubscribe",spam,투자/주식
1281,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 머니플러스 카지노에 가입하시면 1000만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 1000만원 지급

▶ 가입하기: http://go.kr-event.net/win",spam,도박
1282,배송 완료 안내 — 화장품 세트,"오지은님의 화장품 세트 주문이 확인되었습니다.

주문 정보:
주문번호: ORD50765210
결제금액: 200원
배송지: 인천시 연수구 998번지
예상 배송일: 2024년 09월 17일

문의사항은 1:1 채팅으로 연락 주세요.
빠른대출 고객센터",ham,배송/쇼핑
1283,신년 모임 관련해서 연락드려요,"안녕하세요!

신년 모임와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
1284,금주 업무 보고 드립니다,"안녕하세요, 윤도현님.

글로벌 확장 TF 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 10월 04일까지 피드백 부탁드립니다.

감사합니다.
최부장 드림",ham,업무
1285,배송 완료 안내 — 스마트워치,"안녕하세요, 최수아님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD19663947
- 상품명: 홍삼 세트
- 택배사: CJ대한통운
- 운송장번호: 678058757347

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
1286,[안내] 넷플릭스 이용 약관 개정 안내,"안녕하세요.

쿠팡로켓와우 운영팀입니다.

3월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 12월 17일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

쿠팡로켓와우 운영팀 드림",ham,공지/안내
1287,[공지] 사무실 팀 워크숍 안내,"안녕하세요.

쿠팡로켓와우 운영팀입니다.

11월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 05월 15일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

쿠팡로켓와우 운영팀 드림",ham,공지/안내
1288,재택 고수익 알바 모집 — 하루 500만원,"윤도현님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://tinyurl.com/spam123

성인인증 후 이용 가능합니다.",spam,성인/불법
1289,운동화 주문 확인 안내,"안녕하세요, 최수아님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD95439051
- 상품명: 건강기능식품
- 택배사: CJ대한통운
- 운송장번호: 253234497547

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
1290,[머니플러스] 주문하신 상품이 발송되었습니다,"안녕하세요, 윤도현님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD96465833
- 상품명: 노트북
- 택배사: CJ대한통운
- 운송장번호: 624873940067

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
1291,당신이 선택되었습니다 — 스타벅스 상품권 5만원 수령 안내,"신민서님, 특별히 선발되셨습니다!

코인킹에서 에어팟 Pro를 무료로 드립니다.
단, 2024년 09월 13일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://loan-quick.xyz/apply

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
1292,글로벌 확장 TF 관련 자료 첨부합니다,"안녕하세요, 오지은님.

신규 시스템 개발 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 11월 30일까지 피드백 부탁드립니다.

감사합니다.
최부장 드림",ham,업무
1293,6월 카카오페이 구독 결제 완료,"김민준님, 결제가 완료되었습니다.

주문번호: ORD40902930
상품명: 패딩 점퍼
결제금액: 3000원
결제일시: 2024년 03월 31일

이용해 주셔서 감사합니다.
베스트주식 드림",ham,청구서/영수증
1294,스포츠 토토 3.5% 적중률 보장,"안녕하세요!

저희 OK캐피탈 카지노에 가입하시면 300만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 300만원 지급

▶ 가입하기: http://go.kr-event.net/win",spam,도박
1295,Re: 마케팅 캠페인 수정 사항 반영 건,"한서준 님,

안녕하세요.

내일 12:30에 Q1 전략 기획 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: Zoom 온라인
안건: Q1 전략 기획 진행 방향 논의

감사합니다.
강매니저",ham,업무
1296,해외 합법 카지노 VIP 초대,"강하은님 안녕하세요.

저희 OK캐피탈의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 9.3% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://tinyurl.com/spam123",spam,도박
1297,신년 모임 관련해서 연락드려요,"안녕하세요, 류채원님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
1298,[영수증] 노트북 구매 확인,"안녕하세요, 강하은님.

9월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 넷플릭스
- 청구금액: 100원
- 납부기한: 2024년 02월 18일
- 납부방법: 자동이체

문의사항은 고객센터(1588-900-8705)로 연락 주세요.

감사합니다, 이벤트나라",ham,청구서/영수증
1299,자료 공유드립니다,"안녕하세요!

팀 워크숍와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
1300,[빠른대출] 주문하신 상품이 발송되었습니다,"윤도현님의 노트북 주문이 확인되었습니다.

주문 정보:
주문번호: ORD29390968
결제금액: 50원
배송지: 경기도 성남시 170번지
예상 배송일: 2024년 01월 28일

문의사항은 1:1 채팅으로 연락 주세요.
스마트론 고객센터",ham,배송/쇼핑
1301,컴퓨터과학개론 과제 제출 안내 — 2024년 08월 09일까지,"안녕하세요, 배준혁님.

성균관대학교 학사지원팀입니다.

3월 학사 일정을 안내드립니다.

- 요구사항 분석 완료: 2024년 08월 19일
- API 개발: 2024년 08월 19일
- UI 목업 작성: 2024년 08월 19일

자세한 사항은 학교 홈페이지를 참고해 주세요.

성균관대학교 드림",ham,학교/교육
1302,Q1 전략 기획 관련 검토 요청드립니다,"최수아 님,

안녕하세요.

내일 15:30에 앱 리뉴얼 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 강남 미팅룸 302호
안건: 앱 리뉴얼 진행 방향 논의

감사합니다.
이대리",ham,업무
1303,합법 카지노 가입 시 500만원 보너스 지급,"박지호님 안녕하세요.

저희 OK캐피탈의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 9.1% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://tinyurl.com/spam123",spam,도박
1304,[베스트주식] 주문하신 상품이 발송되었습니다,"송현우님의 홍삼 세트 주문이 확인되었습니다.

주문 정보:
주문번호: ORD37003511
결제금액: 500원
배송지: 인천시 연수구 77번지
예상 배송일: 2024년 01월 10일

문의사항은 1:1 채팅으로 연락 주세요.
코인킹 고객센터",ham,배송/쇼핑
1305,[비밀] 최수아님에게 메시지가 도착했습니다,"문지아님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://tinyurl.com/spam123

성인인증 후 이용 가능합니다.",spam,성인/불법
1306,[금융나라] 주문하신 상품이 발송되었습니다,"한서준님의 운동화 주문이 확인되었습니다.

주문 정보:
주문번호: ORD11483003
결제금액: 100원
배송지: 서울시 강남구 276번지
예상 배송일: 2024년 06월 30일

문의사항은 1:1 채팅으로 연락 주세요.
금융나라 고객센터",ham,배송/쇼핑
1307,나이트 알바 구인 일당 100만원,"이서연님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://bit.ly/3xK9p2m

성인인증 후 이용 가능합니다.",spam,성인/불법
1308,넷플릭스 결제 완료 안내 (100원),"안녕하세요, 권태양님.

11월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 카카오페이
- 청구금액: 2000원
- 납부기한: 2024년 05월 08일
- 납부방법: 자동이체

문의사항은 고객센터(1588-655-7785)로 연락 주세요.

감사합니다, 코인킹",ham,청구서/영수증
1309,Re: 지난번 말씀하신 건 관련해서요,"안녕하세요!

동창회와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
1310,유튜브 프리미엄 결제 완료 안내 (50원),"정우진님, 결제가 완료되었습니다.

주문번호: ORD85245170
상품명: 노트북
결제금액: 2000원
결제일시: 2024년 11월 03일

이용해 주셔서 감사합니다.
금융나라 드림",ham,청구서/영수증
1311,이번 주 개발자 트렌드 정리,"안녕하세요, 이서연님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. 개발자 채용 시장 변화와 전망
2. 블록체인 기술 실용화 사례 모음
3. 블록체인 기술 실용화 사례 모음

더 자세한 내용은 홈페이지에서 확인하세요.

코인킹 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
1312,[긴급] 문지아님 대출 한도 조회 결과,"한서준님 안녕하세요.

저희 톱광고 대출 서비스를 이용해 보세요.
최대 100만원까지 당일 지급 가능합니다.

✔ 금리: 연 8.8%
✔ 한도: 최대 100만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://prize-win.info/claim

수신거부: 080-176-1105",spam,대출/금융
1313,다음 주 약속 어떠세요?,"안녕하세요, 배준혁님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
1314,나이트 알바 구인 일당 3000만원,"신민서님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://prize-win.info/claim

성인인증 후 이용 가능합니다.",spam,성인/불법
1315,[당첨] 권태양님이 갤럭시 S24 이벤트에 당첨되었습니다!,"신민서님, 특별히 선발되셨습니다!

금융나라에서 백화점 상품권 10만원를 무료로 드립니다.
단, 2024년 09월 12일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://go.kr-event.net/win

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
1316,[공지] 7월 정기 시스템 점검 안내,"안녕하세요.

카카오페이 운영팀입니다.

6월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 10월 06일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

카카오페이 운영팀 드림",ham,공지/안내
1317,Re: Q1 전략 기획 수정 사항 반영 건,"안녕하세요.

앱 리뉴얼 진행 현황을 공유드립니다.

- 완료: API 개발
- 진행 중: UI 목업 작성
- 예정: UI 목업 작성

문의 사항 있으시면 말씀해 주세요.

박과장 올림",ham,업무
1318,[공지] 9월 정기 시스템 점검 안내,"안녕하세요.

넷플릭스 운영팀입니다.

5월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 09월 10일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

넷플릭스 운영팀 드림",ham,공지/안내
1319,앱 리뉴얼 관련 검토 요청드립니다,"정우진 님,

안녕하세요.

내일 11:30에 연간 보고서 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: Zoom 온라인
안건: 연간 보고서 진행 방향 논의

감사합니다.
정사원",ham,업무
1320,나이트 알바 구인 일당 100만원,"김민준님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://prize-win.info/claim

성인인증 후 이용 가능합니다.",spam,성인/불법
1321,배송 완료 안내 — 명품 가방,"신민서님의 노트북 주문이 확인되었습니다.

주문 정보:
주문번호: ORD50773354
결제금액: 1000원
배송지: 경기도 성남시 325번지
예상 배송일: 2024년 02월 01일

문의사항은 1:1 채팅으로 연락 주세요.
머니플러스 고객센터",ham,배송/쇼핑
1322,[고려대학교] 장학금 신청 안내,"정우진님,

알고리즘 과제 제출 기한이 2024년 01월 18일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1323,[머니플러스 뉴스레터] 8월 2주차 소식,"OK캐피탈 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 개발자 채용 시장 변화와 전망
- 개발자 채용 시장 변화와 전망
- 개발자 채용 시장 변화와 전망

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
1324,이번 주 핀테크 트렌드 정리,"이벤트나라 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- GPT-5 출시 예고, AI 업계 지각변동 예상
- 마케팅 자동화 도구 비교 분석
- 디자인 트렌드 2024년 키워드 분석

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
1325,[공지] 사무실 신년 모임 안내,"안녕하세요, 문지아님.

유튜브 프리미엄의 이용약관이 2024년 04월 04일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
1326,배송 완료 안내 — 화장품 세트,"안녕하세요, 송현우님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD10583242
- 상품명: 태블릿
- 택배사: CJ대한통운
- 운송장번호: 905926097555

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
1327,7월 카카오페이 구독 결제 완료,"신민서님, 결제가 완료되었습니다.

주문번호: ORD24257559
상품명: 명품 가방
결제금액: 100원
결제일시: 2024년 08월 26일

이용해 주셔서 감사합니다.
베스트주식 드림",ham,청구서/영수증
1328,송년회 관련해서 연락드려요,"안녕하세요!

송년회와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
1329,[카카오] 계정 보안 이상 감지 — 즉시 확인 필요,"강하은님께

국세청에서 알려드립니다.

귀하의 세금 환급금 50원이 미처리 상태입니다.
아래 링크에서 계좌를 등록하시면 3영업일 내 입금됩니다.

▶ 환급 신청: http://tinyurl.com/spam123

문의: 국세청 고객센터 126",spam,피싱/사칭
1330,[건강보험공단] 미납 보험료 납부 안내,"안녕하세요.

[건강보험공단] 안내말씀 드립니다.

2024년 보험료 2000원이 미납 상태입니다.
납부하지 않으실 경우 불이익이 발생할 수 있습니다.

▶ 즉시 납부: http://tinyurl.com/spam123",spam,피싱/사칭
1331,"안녕하세요, 오랜만이에요","최수아님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
1332,전문가 픽! 이번 주 급등 예상 종목,"【긴급 투자 정보】

하이브 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 200원
- 목표가: 291원 (+8.2%)

지금 바로 확인하세요: http://prize-win.info/claim",spam,투자/주식
1333,[성균관대학교] 9월 학사 일정 안내,"박지호님,

데이터베이스 과제 제출 기한이 2024년 02월 08일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1334,[이벤트나라 뉴스레터] 3월 1주차 소식,"OK캐피탈 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 국내 스타트업 투자 동향 — 8월 결산
- 리모트워크 생산성 향상 방법론
- 리모트워크 생산성 향상 방법론

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
1335,나이트 알바 구인 일당 3000만원,"문지아님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://casino-vip.top/join

성인인증 후 이용 가능합니다.",spam,성인/불법
1336,자료 공유드립니다,"안녕하세요, 이서연님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
1337,[배송추적] 스마트워치 배송 현황,"권태양님의 스마트워치 주문이 확인되었습니다.

주문 정보:
주문번호: ORD99720236
결제금액: 3000원
배송지: 경기도 성남시 960번지
예상 배송일: 2024년 12월 04일

문의사항은 1:1 채팅으로 연락 주세요.
머니플러스 고객센터",ham,배송/쇼핑
1338,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 코인킹 카지노에 가입하시면 200만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 200만원 지급

▶ 가입하기: http://tinyurl.com/spam123",spam,도박
1339,6월 멜론 구독 결제 완료,"류채원님, 결제가 완료되었습니다.

주문번호: ORD58598545
상품명: 건강기능식품
결제금액: 500원
결제일시: 2024년 04월 21일

이용해 주셔서 감사합니다.
OK캐피탈 드림",ham,청구서/영수증
1340,[톱광고] 7월 이용요금 청구 안내,"안녕하세요, 배준혁님.

11월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 토스
- 청구금액: 300원
- 납부기한: 2024년 08월 10일
- 납부방법: 자동이체

문의사항은 고객센터(1588-427-5037)로 연락 주세요.

감사합니다, 톱광고",ham,청구서/영수증
1341,오늘만 특별 저금리 3.5% 대출 안내,"【베스트주식】 문지아님 전용 대출 상품 안내

현재 보유하신 신용점수로 100만원 즉시 대출 가능합니다.

- 최저금리 7.0%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://bit.ly/3xK9p2m",spam,대출/금융
1342,팀 워크숍 관련해서 연락드려요,"안녕하세요, 이서연님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
1343,[특가] 홍삼 세트 200원에 드립니다,"윤도현님 안녕하세요.

저희 베스트주식에서 명품 가방를 특가로 제공합니다!

✔ 정가: 98원
✔ 특가: 50원 (9.8% 할인)
✔ 기간: 2024년 09월 11일까지

▶ 구매하기: http://go.kr-event.net/win

수신거부: http://go.kr-event.net/win/unsubscribe",spam,광고/마케팅
1344,나이트 알바 구인 일당 2000만원,"안녕하세요!

재택으로 하루 300만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://prize-win.info/claim",spam,성인/불법
1345,축하합니다! 에어팟 Pro 무료 증정 이벤트 당첨,"임나연님, 특별히 선발되셨습니다!

럭키카지노에서 백화점 상품권 10만원를 무료로 드립니다.
단, 2024년 06월 05일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://casino-vip.top/join

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
1346,[한양대학교] 9월 학사 일정 안내,"한서준님,

알고리즘 과제 제출 기한이 2024년 03월 29일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1347,[금융나라] 이커머스 관련 최신 아티클 모음,"금융나라 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 블록체인 기술 실용화 사례 모음
- 마케팅 자동화 도구 비교 분석
- 리모트워크 생산성 향상 방법론

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
1348,[네이버] 비정상 로그인 시도 감지,"안녕하세요.

[건강보험공단] 안내말씀 드립니다.

2024년 보험료 100원이 미납 상태입니다.
납부하지 않으실 경우 불이익이 발생할 수 있습니다.

▶ 즉시 납부: http://bit.ly/3xK9p2m",spam,피싱/사칭
1349,2024년 10월 25일 마감 — 제안서 제출 안내,"안녕하세요.

마케팅 캠페인 진행 현황을 공유드립니다.

- 완료: 배포 준비
- 진행 중: 문서화
- 예정: 요구사항 분석 완료

문의 사항 있으시면 말씀해 주세요.

이대리 올림",ham,업무
1350,[서울대학교] 4월 학사 일정 안내,"강하은님,

컴퓨터과학개론 과제 제출 기한이 2024년 06월 22일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
1351,"안녕하세요, 오랜만이에요","안녕하세요, 박지호님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
1352,멜론 서비스 업데이트 안내 (v4.5.4),"안녕하세요.

멜론 운영팀입니다.

1월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 08월 30일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

멜론 운영팀 드림",ham,공지/안내
1353,[럭키카지노] 디자인 관련 최신 아티클 모음,"안녕하세요, 문지아님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. GPT-5 출시 예고, AI 업계 지각변동 예상
2. 디자인 트렌드 2024년 키워드 분석
3. 디자인 트렌드 2024년 키워드 분석

더 자세한 내용은 홈페이지에서 확인하세요.

톱광고 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
1354,[안내] 카카오페이 이용 약관 개정 안내,"안녕하세요, 이서연님.

멜론의 이용약관이 2024년 08월 18일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
1355,전문가 픽! 이번 주 급등 예상 종목,"안녕하세요!

매달 안정적으로 1000만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 백화점 상품권 10만원 받아가세요.
▶ http://tinyurl.com/spam123

수신거부 http://tinyurl.com/spam123/unsubscribe",spam,투자/주식
