"id","subject","body","label"
"350","리마인더","리마인더 / 스틴슨 (그리고 빈스 - 이메일 주소가 맞는지 모르겠어요) / 엔론 사례 및 자료 '케어 패키지'에 대한 리마인더입니다. 스틴슨, 제발","ham"
"351","시작일: 02/01/25; 전시간전 시간: 13;","시작일: 02/01/25; 전시간전 시간: 13; 보조 일정 없음. 이상 없음. 로그: iso final schedules 파일 파싱 중","ham"
"352","델 노트북 테스트 후 보관하세요","델 노트북 테스트 후 보관하세요 / 질문, 의견, 추가 피드백은 서비스 부서로 연락하세요: 9420 Reseda Blvd #133, Northridge, CA 91324","spam"
"353","브라질 스타일 성인 컨텐츠","브라질 스타일 성인 컨텐츠 / 라틴 걸스 이미지 로딩 중... / 수신 거부: 여기 클릭","spam"
"354","자낙스 무료 5정 온라인 처방","자낙스 무료 5정 온라인 처방 / 비아그라 $70 / 발리움 $70 / 시알리스 $70 / 암비엔 $110 / 소마 $60 / 방문: [URL]","spam"
"355","FW: 1000MW/APEL 마케팅","FW: 1000MW/APEL 마케팅 / 누군가에게 전달해 주세요. / 원본: donreidl@enron / 2001년 7월 17일 화요일 / 받는 사람: lavorato@enron.com","ham"
"356","서퍼 알림: 트로이목마","서퍼 알림: 트로이목마 / 메시지 로딩 중.. / 이미지가 로드되지 않으면 여기서 보세요. / 향후 알림 중지.","spam"
"357","유나이티드 웨이 임원 모금","유나이티드 웨이 임원 모금 / 아시다시피 엔론의 유나이티드 웨이 임원 모금이 진행 중입니다. 8월 9일까지 100% 참여와 임원단의 약정 확정을 목표로 합니다.","ham"
"358","침대에서 최고가 되는 데 도움이 될 것입니다","침대에서 최고가 되는 데 도움이 될 것입니다 / 피부 패치 기술 / 가장 발전된 확대 솔루션! 완전히 보장됩니다. 지금 시도해보세요. 1개월 무료 / 실제 의사, 실제 과학","spam"
"359","RE: 2001년 5월 지명","RE: 2001년 5월 지명 / 첨부 자료는 2001년 5월 총 웰헤드 지명 695,059 MMBtu/일의 세부 사항을 제공합니다. - 조지 / 조지 와이스만 전달","ham"
"360","긴급 연락 요청","긴급 연락 요청 / 개인 이메일로 회신 바랍니다: stansankoh@netscape.net / 저는 시에라리온의 고 포데이 산코 추장의 장남 스탠리 산코입니다.","spam"
"361","RE: 귀하의 바이코딘","RE: 귀하의 바이코딘 / 저희가 온라인 바이코딘의 유일한 공급처입니다! 간편한 주문 / 사전 처방 불필요 / 빠른 배송 / 저렴한 가격 / [URL]","spam"
"362","RE: CP&L","RE: CP&L / 대런, CP&L을 처리하고 있으며 2월 생산 관련 문제를 해결하려고 합니다. CP&L은 2월 21일 5,000 MMBtu를 보여주지만 저희 쪽에는 딜이 없습니다.","ham"
"363","더위가 사람을 죽입니다","더위가 사람을 죽입니다 / CBS 뉴스 / 기록적인 폭염으로 피닉스에서 180명이 사망했으며 대부분 노숙인입니다. 관계자들이 물 공급에 나서고 있습니다.","spam"
"364","2000년 8월 산업용 워크시트","2000년 8월 산업용 워크시트 / 2000년 8월 활동 워크시트가 첨부되어 있습니다. 3개의 워크시트(공급 2개, 시장 1개)가 있습니다. 시장 워크시트는 예비 자료입니다.","ham"
"365","듀크 상황","듀크 상황 / 그렉, 조치 - 듀크의 토드 리드에게 전화하세요 / 배경: 듀크와 자회사 상황: 노출 한도 현금 L/C / 듀크 에너지 마케팅 LP/ECC ($4,300만) $1,000만 $5,235만 $2,050만","ham"
"366","RE: 그웬 쾨프케","RE: 그웬 쾨프케 / 앤, 연락해 주셔서 감사합니다. 사실 이 문제가 오랫동안 미결이었기 때문에 오늘 직접 이야기하고 싶었습니다. 그웬을 조정해야 한다고 생각합니다.","ham"
"367","송전 원탁 회의","송전 원탁 회의 / 회의는 2000년 12월 8일 오전 11:30~오후 1:00, EB 19CL 회의실에서 열립니다. 도시락이 제공됩니다. 선택지는 아래와 같습니다: 샐러드: 구운 치킨","ham"
"368","시작일: 01/12/30; 전시간전 시간: 6;","시작일: 01/12/30; 전시간전 시간: 6; 보조 일정 없음. 이상 없음. 로그: iso final schedules 파일 파싱 중","ham"
"369","비즈니스의 핵심에서!","비즈니스의 핵심에서! / 기업 이미지는 회사에 대해 많은 것을 말해줍니다. 현대 생활의 역동적인 속도 속에서 몇 초 만에 기억되거나 잊힐 수 있습니다. 지금 로고와 웹사이트를 만드세요!","spam"
"370","의약품 알림","의약품 알림 / PDF 보고서 링크 클릭 / 수신 거부: 답장 후 제목에 'remove' 입력","spam"
"371","효과 아주 좋아요","효과 아주 좋아요 / 의약품 비용 70% 이상 절약하는 방법 / 검증된 절약 방법 / 비아그라, 시알리스 외","spam"
"372","시너지/FERC","시너지/FERC / 루이스, FERC가 갑자기 시너지에 대한 추가 정보를 요청했습니다. 전화 주시면 자세히 알려드리겠습니다. - 돈","ham"
"373","축하합니다! 무료 핸드헬드 오거나이저를 받으세요!","축하합니다! 무료 핸드헬드 오거나이저를 받으세요! / 친애하는 친구, 귀하의 개인 디지털 오거나이저가 있습니다. 무료이지만 보낼 주소가 필요합니다. 여기를 클릭해 양식을 작성하세요.","spam"
"374","레거시 UPS","레거시 UPS / UPS 라인 인터랙티브 내장 전압 안정기 / UPS 650VA $29.50 / 800VA $42.50 / 1000VA $69.00 / 1400VA $89.50 / 2000VA","spam"
"375","귀하가 필요합니다","귀하가 필요합니다 / 머시 광고 그룹이 주목합니다: / 2005년 7월 7일 런던 테러로 많은 무고한 시민이 희생되었습니다.","spam"
"376","라스베이거스 이사회 발표 자료","라스베이거스 이사회 발표 자료 / 라스베이거스 코젠 확장을 위한 이사회 발표 자료를 첨부합니다. 의견이나 수정 사항이 있으면 크리스 캘저 또는 저에게 이메일이나 팩스(503/464-3740)로 연락주세요.","ham"
"377","2000년 연말 성과 피드백","2000년 연말 성과 피드백 / 참고: 검토자로 선택될 때마다 이 메시지를 받게 됩니다. 귀하는 2000년 연말 성과 관리 프로세스에 참여하도록 선택되었습니다.","ham"
"378","$250 전자제품 상품권 - 참여 조건으로 드립니다","$250 전자제품 상품권 - 참여 조건으로 드립니다 / [무작위 텍스트]","spam"
"379","면허 취득 인터넷 약국 서비스","면허 취득 인터넷 약국 서비스 / 저렴한 의약품을 즐기세요 / 알레르기, 체중 조절, 성적 건강, 심장 질환, 고혈압, 우울증 치료제","spam"
"380","안녕하세요","안녕하세요 / 초저가 소프트웨어 전 세계 배송 / 필요한 모든 인기 소프트웨어 보유! 소매가 $299 제품","spam"
"381","EPRM 기사","EPRM 기사 / 빈스, 언제나 휴스턴에서 뵙는 것이 즐거웠습니다. 식사가 매우 좋았고 레스토랑도 훌륭한 선택이었습니다. 또 그 시간이 됐네요. 검토해 주실 수 있나요?","ham"
"382","RE: 제 이력서","RE: 제 이력서 / 오늘 제안서를 보내드리겠습니다, 빈스. - 몰리 / 원본: 카민스키, 빈스 / 2001년 4월 13일 금요일","ham"
"383","반송 메일: 자세한 내용은 기록 참조","반송 메일: 자세한 내용은 기록 참조 / 원본 메시지가 2005년 7월 19일 화요일 03:57:51에 수신되었습니다. 다음 주소에 영구적인 오류가 발생했습니다.","spam"
"384","주목!!! 솔직하실 수 있나요?","주목!!! 솔직하실 수 있나요? / 스위스 로잔 1002로부터 / 친애하는 친구, 저는 스위스 독립 저명인사 위원회(ICEP) 소속 류드밀라 오코너입니다. 이 위원회는","spam"
"385","주식 시장 소형주 프로파일","주식 시장 소형주 프로파일 / 비숍, VCSC - 지금 들어오세요 - 2주 안에 폭등합니다 - 이 주식은 2005년 1분기 최고 픽입니다 / 속보: VCSC 보컬스케이프 라이선스 계약 발표","spam"
"386","FW: 와튼 이력서 제출","FW: 와튼 이력서 제출 / 원본: 킴 휘츠엘 / 2000년 12월 22일 금요일 오후 6:51 / 받는 사람: kristin.gandy@e","ham"
"387","마리너","마리너 / 샐리와 테드, 브렌다, 블라디, 저는 오늘 마리너 프로젝트 도어스텝에 대해 논의했습니다. 마리너는 거래 회사가 아닌 E&P 회사이므로 접근 방식이 다소 다를 수 있습니다.","ham"
"388","RE: 약속 설정","RE: 약속 설정 / 전문적인 약속 설정 / 상업용 주거용 리드 / 즉시 매출 향상 / 도난 경보 / 주택 개선 / 소프트웨어 / 모기지 / 보험 / 그 외 많은 것! $100 입문","spam"
"389","텔레마케터 리드당 $250+ 수익 UIo","텔레마케터 리드당 $250+ 수익 / 금융 서비스 회사가 판매로 이어지는 리드 하나당 최소 $250(최대 $1,000)을 지급합니다. 현재 많은 텔레마케터들이 그 이상 벌고 있습니다.","spam"
"390","여성이 원하는 남자가 되세요","여성이 원하는 남자가 되세요 / 여자친구가 결과를 좋아하지만 제가 무엇을 하는지 모릅니다. 천연이라고 생각합니다 - 토마스, CA / 4개월간 사용했습니다. 길이가 늘었습니다.","spam"
"391","시작일: 02/02/04; 전시간전 시간: 24;","시작일: 02/02/04; 전시간전 시간: 24; 보조 일정 없음. 이상 없음. 로그: iso final schedules 파일 파싱 중","ham"
"392","RE: 리서치 부서 후보 라비 S. 드 인터뷰 일정","RE: 리서치 부서 후보 라비 S. 드 인터뷰 일정, 2000년 8월 11일 금요일 / 면접 날짜를 명시하지 않아 사과드립니다. 타냐와 파울로를 제외하고 면접 시간이 이미 입력되어 있습니다.","ham"
"393","지금 자낙스 구매하세요","지금 자낙스 구매하세요 / 오늘 온라인으로 60% 절약! 저희 사이트를 방문해 크게 절약하세요","spam"
"394","당좌 계좌 업데이트","당좌 계좌 업데이트 / 친애하는 독자, 저희는 때로 신흥 시장 부문에 대한 분석가들의 의견을 구합니다. 특정 자산에 대한 흥미로운 통찰력을 갖고 있습니다.","spam"
"395","RE: IBM 인도","RE: IBM 인도 / 이것을 알고 계신가요? 이 문제에는 여러 가지가 있으며, 주된 문제는 IBM에 대한 '기부' 효과를 최대화하는 것입니다.","ham"
"396","RE: 엔론 빈스 카민스키의 인사","RE: 엔론 빈스 카민스키의 인사 / 슈뮤엘, 늦게 답장해서 미안합니다. 10월 23일이 아직 가능하다면 그날 발표할 수 있습니다. - 빈스 / 슈뮤엘 오렌 2000/08/30","ham"
"397","초안 보도자료: AEP, 엔론으로부터 휴스턴 파이프라인 회사 인수 완료","초안 보도자료: AEP, 엔론으로부터 휴스턴 파이프라인 회사 인수 완료 / AEP의 HPL 인수 완료에 관한 초안 보도자료가 첨부되어 있습니다. 이 거래는 오늘(금) 마감될 예정입니다.","ham"
"398","의약품 비용을 쉽게 절약하는 방법","의약품 비용을 쉽게 절약하는 방법 / 무료 샘플과 VIP 할인 외에도 의약품을 절약하는 다른 방법이 있습니다. 저희 메드존은 정말 효과적인 제품을 제공합니다.","spam"
"399","쿠웨이트에서","쿠웨이트에서 / 참고: 이 이메일 주소로만 회신 바랍니다: hassanmohammeds20@indiatimes.com / 친애하는 친구, 이 글을 읽으면서 저를 불쌍히 여기지 마세요. 누구나 언젠가는 죽을 것입니다.","spam"
"400","이온","이온 / 온라인 보안 알림 / 친애하는 라살 은행 회원님, 귀하의 라살 인터넷 뱅킹 계좌에 대한 무단 접근을 방지하기 위해 로그인 실패 횟수를 제한했습니다. 제한 횟수를 초과하셨습니다.","spam"
"401","답장: 업무","답장: 업무 / 패러것 사령관은 깊은 물에 머무르는 것이 더 낫다고 생각했습니다. 이 짐승 자체가 대륙이나 섬을 피하는 것처럼 보였기 때문입니다. (물이 부족해서 그럴지도?) / 비싸지 않게 찾고 있는...","spam"
"402","TW 파크앤라이드 절차","TW 파크앤라이드 절차 / TW PNR 처리에 관한 절차 초안을 첨부합니다. 마지막 페이지 하단에 TW가 각 사안을 어떻게 처리할지 결정이 필요한 몇 가지 이슈가 있습니다. 잠시 검토 후 의견을 보내주세요.","ham"
"403","답장:","답장: / 태미 스콥 / 엔론 아메리카스 - 의장실 / 루이스 키친 보좌관 / 713-853-4220 사무실 / 713-646-8562 팩스 / 713-253-2131 휴대전화","ham"
"404","답장: VAR 우선순위","답장: VAR 우선순위 / 빈스, 빠른 회신 감사합니다. 5번 항목에 동의합니다. 범위이지 구현이 아님을 유의하세요. 개발 프로젝트입니다. MG 관련: 타냐에게 출장 계획을 알리고 두 분이 결정하시도록 하겠습니다. 테드","ham"
"405","여기서 저렴한 온라인 약품 구매하세요","여기서 저렴한 온라인 약품 구매하세요 / 사전 처방전 없이 처방 의약품이 필요하신가요? 의사 예약 전혀 불필요! 브랜드 및 제네릭 약품 최저가!","spam"
"406","팔리어그 신규 소프트웨어 75% 할인","팔리어그 신규 소프트웨어 75% 할인 / 고품질 소프트웨어 / 특가 #1: 윈도우 XP 프로페셔널 + MS 오피스 XP = 단돈 $80 / 특가 #2: 어도비 포토샵 7, 프리미어 7, 일러스트레이터 10 = 단돈 $120","spam"
"407","아내를 더 이상 실망시키지 마세요! 효과 있습니다 :)","아내를 더 이상 실망시키지 마세요! 효과 있습니다 :) / 엄청난 처방 가격이나 약국 긴 줄에 지치셨나요? 처방전을 문 앞으로 배달받을 수 있다면 어떨까요? 이 사이트를 방문하세요!","spam"
"408","전달: 와하 허브 주식회사","전달: 와하 허브 주식회사 / 여러분 참석 가능하신가요? / 브라이언 / --- 헤르버, 스티븐 / 2001년 11월 13일 화요일 오후 1:47","ham"
"409","수상 당첨 통보!!!","수상 당첨 통보!!! / 힐크레스트 복권 / 에가스트라트 254, 암스테르담, 네덜란드 / 관리이사 데스크에서 / 국제 프로모션/상품 수상부 / 귀하의 이메일이 당첨 티켓 번호에 첨부되었습니다. 당첨을 축하드립니다.","spam"
"410","당신을 위한 좋은 아이디어 버드샷","당신을 위한 좋은 아이디어 버드샷 / 주택담보대출 금리가 오르기 직전입니다. 지금 현금화하세요! 저희 프로그램: 부채 통합, 2차 대출, 재융자, 주택 개선. 무료 무의무 상담으로 수천 명의 주택 소유자가 혜택을 봤습니다.","spam"
"411","DBA 관리자","DBA 관리자 / 세실, 방금 샬린과 통화했는데 매우 도움이 될 것 같습니다. 내일 아침 엔파워 데이터베이스 접근 방법을 구체적으로 논의하기 위해 그녀에게 전화해주시겠어요? 알렉스","ham"
"412","안녕, 새 캠 일정","안녕, 새 캠 일정 / 찾고 계신 게 있나요? 우정, 사랑, 데이트, 아니면 성인 만남을 원하시면 저희 새 사이트를 이용해보세요. 간단한 프로필 작성으로 원하는 걸 찾을 수 있습니다.","spam"
"413","축하합니다 행운의 당첨자","축하합니다 행운의 당첨자 / 국제 이메일 복권 프로그램 / REF: CGF/2318786648/04 / 배치: 14/011/IPD / 2004년 3월 25일 진행된 이벤트 결과를 알려드립니다. 귀하의 이메일이 당첨 티켓 번호에 첨부되었습니다.","spam"
"414","전달: 마이크 커리가 서류에 서명하고 반환했습니다","전달: 마이크 커리가 서류에 서명하고 반환했습니다. 아직 라이오드라 계약서를 기다리고 있습니다. / 크리스 칼거 / 503-464-3735","ham"
"415","답장: 반일 전략 회의","답장: 반일 전략 회의 / 스티브의 반일 전략 회의 일정을 알려드립니다: 7월 20일 목요일 오후 1:00-4:30, EB-49C4 예약. 일정에 표시해주시기 바랍니다. ADR","ham"
"416","캘리포니아 업데이트 5/4/01","캘리포니아 업데이트 5/4/01 / 문의사항은 크리스틴 월시(713-853-9510)에게 연락하세요. / 채권 발행 승인 투표 미진행으로 브리지론 파이낸싱 법안이 5월 8일 마감을 맞추지 못할 수 있습니다.","ham"
"417","오늘 니콜라스의 생일을 축하하세요","오늘 니콜라스의 생일을 축하하세요 / 더 강하고 단단한 발기 / 단 15분 안에 효과 발현 / 더 지속되는 효과 / 최소 부작용 / 믿을 수 있는 제조사! / 간편 구매! / 전 세계 배송","spam"
"418","허벌 비아그라 30일 체험판","허벌 비아그라 30일 체험판 / 남녀를 위한 자연 원료 부부 생활 보조제 - 30일 무위험 체험 / 21세기 자연의 경이 / 감각 향상, 빈도 증가, 전 세계 배송","spam"
"419","계량기 1386","계량기 1386 / 대런, 2001년 1월 4일 계량기 1386에 유량이 있습니다. 딜 150325가 3일에 만료되었습니다. 이 딜을 연장하거나 새로 생성해주시겠어요? 감사합니다. 알","ham"
"420","리스크 2000 패널 토론","리스크 2000 패널 토론 / 초안 의제를 첨부합니다. 자유롭게 수정해주세요.","ham"
"421","RTP 프로젝트","RTP 프로젝트 / 헌팅턴 씨, 뉴 파워 컴퍼니는 이 컨퍼런스 참여에 매우 관심이 있습니다. 실시간 가격 책정의 이점을 밝히고 다양한 소매 수요 요소의 가격 탄력성을 파악하는 이니셔티브를 진행 중입니다.","ham"
"422","중요한 메시지","중요한 메시지 / 자격을 갖춘 전문가이지만 이름 뒤에 필요한 자격증이 없으신가요? 저희가 도와드릴 수 있습니다. 업무 경험과 지식을 바탕으로 학위 취득 가능.","spam"
"423","당신의 의견이 중요합니다","당신의 의견이 중요합니다 / 접속 코드: 7531 / 흥미로운 온라인 설문에 참여하시겠어요? 의견이 차이를 만드는 특별한 그룹에 가입하세요. CMP 온라인 가입 초대 - 캐나다 대형 시장조사업체 시노베이트 소속.","spam"
"424","답장: TXU 5월 01","답장: TXU 5월 01 / 이 딜은 계약 1856으로 운송되지 않았습니다. 15,000은 그 시점에 엘 파소 머천트에 직접 판매되었습니다. 30일과 31일 하루 15,000씩이었습니다. 추가 사항이 있으면 알려주세요. 마이크","ham"
"425","EPMI 서부 중간시장 그룹 - 주요 거래","EPMI 서부 중간시장 그룹 - 주요 거래 / 크리스 포스터 / chris.h.foster@enron.com / (직) 503/464-3822 / (휴대) 503/702-8568","ham"
"426","크리스 셔먼 - 답장: 핫리스트","크리스 셔먼 - 답장: 핫리스트 / 일시: 2001년 8월 6일부터 2002년 7월 29일까지 매주 월요일 오후 1:00-1:30 (중부 표준시) / 장소: 루이스 사무실","ham"
"427","2000년 7월 27일 HPL 지명","2000년 7월 27일 HPL 지명 / (첨부 파일 참조: hplo727.xls)","ham"
"428","많은 샘플 미끼 - 유월절!","많은 샘플 미끼 - 유월절! / 오늘의 유머 / 금발 여성이 아침에 눈물을 흘리며 출근했습니다. 상사가 걱정스럽게 물었습니다. '무슨 일이에요?' 금발이 대답했습니다. '오늘 아침에 어머니 돌아가셨다는 전화를 받았어요.'","spam"
"429","글로벌 인텔리전스 현황 및 비용","글로벌 인텔리전스 현황 및 비용 / 글로벌 인텔리전스 프로젝트 추진 비용에 관한 질문에 답변드립니다. 프로젝트팀이 예상 비용을 산출했습니다. 현황 및 진행 상황에 대한 고수준 요약도 준비했습니다.","ham"
"430","T.J. 맥레이놀즈","T.J. 맥레이놀즈 / 샐리, 저희가 사용하는 채용담당자 중 한 명이 이 이력서를 보내왔습니다. 다이네지 현직 포지션으로 인해 관심이 있으실 것 같습니다. 수잔","ham"
"431","50mg 제네릭 비아그라 $2.50부터","50mg 제네릭 비아그라 $2.50부터 / 저렴한 V-I-A-G-R-A / 무료 의사 상담과 비밀 배송으로 50mg 제네릭 비아그라를 단돈 $2.50에 구매하실 수 있습니다.","spam"
"432","OTC 종목 주가 상승 기대","OTC 종목 주가 상승 기대 / 타이거팀 테크놀로지스 (OTC-TTMT) / 의료 서비스 제공업체의 비즈니스 운영을 혁신하는 독보적인 특허 공정 선도 개발사 / 현재가: $0.08","spam"
"433","퍼펙트 로고","퍼펙트 로고 / 비즈니스에 새 생명을 불어넣고 싶으신가요? 로고와 비주얼 아이덴티티를 리뉴얼해보세요. 로고덴티티는 로고, 문구류, 웹사이트 맞춤 디자인을 제공합니다. 강력한 마케팅 도구를 만들어드립니다.","spam"
"434","최고급 컴퓨터 프로그램 공급 가능","최고급 컴퓨터 프로그램 공급 가능 / 저희 회사는 최저 가격으로 최고급 컴퓨터 프로그램을 공급해드립니다. 전 세계 무료 항공 배송. 저희 웹사이트를 방문해보세요.","spam"
"435","2000년 10월 21-23일 지명","2000년 10월 21-23일 지명 / (첨부 파일 참조: hplnl021.xls)","ham"
"436","전달: 참고 (대출)","전달: 참고 / 이것이 저희의 마지막 시도입니다. 여러 차례 연락을 드렸으나 이번이 마지막입니다! 현재 대출 상황으로 3.70% 금리 인하 자격이 됩니다.","spam"
"437","전달: EPC 협상팀","전달: EPC 협상팀 / 루이스, 마크 H.와 조 D.의 의견을 반영하여 메모를 수정했습니다. 앞으로 RAC 담당자가 팀에 참여하되, 딜에 따라 변경됩니다. 이 팀을 공식 가동시켜야 할 것 같습니다.","ham"
"438","7,000개 이상 병원, 25,000개 요양원, 400,000명 의사 정보","7,000개 이상 병원, 25,000개 요양원, 400,000명 의사 정보 / 가격 $195 (정가 $745). 2005년판 미국 의료 데이터베이스. 사전 출판 가격 $195. 기간 한정.","spam"
"439","도움을 요청합니다","도움을 요청합니다 / 친애하는 귀하께 / 비즈니스 제안과 관련하여 귀하의 도움을 요청드립니다. 남아프리카 주재 귀국 대사관 상무관을 통해 귀하의 연락처를 얻었습니다.","spam"
"440","01년 1월 텍사스 주 일반 토지청 판매","01년 1월 텍사스 주 일반 토지청 판매 / 린다, 이것이 천연가스/원유 교환 거래의 일부인지 몰랐습니다. 1월에 텍사스 주 일반 토지청에 가스 판매분을 청구했습니다. 원유 미지급금이 있다면 이 매출채권을 상쇄해드릴 수 있나요?","ham"
"441","요청 제출됨: kenneth.lim@enron.com 접근 요청","요청 제출됨: kenneth.lim@enron.com 접근 요청 / 귀하가 보안 승인자로 지정되어 이 이메일을 받으셨습니다. 승인을 클릭하여 요청을 검토하고 처리해주세요. / 요청 ID: 000000000007588","ham"
"442","전달: 참고 (맥배런)","전달: 참고 / 이런 세상에... / 샤, 칼 / 2001년 8월 31일 / 토마스 맥배런이 엔론에 근무합니다. 아래 링크 참조.","ham"
"443","일반 계약서","일반 계약서 / 대런, 안녕하세요. 늦어서 죄송합니다. 빈 계약서를 첨부합니다. 추가로 도움이 필요하시면 알려주세요. 피맥","ham"
"444","DVD, MP3, 음악, 플스, 엑박, 상영 중인 영화 다운로드","DVD, MP3, 음악, 플스, 엑박, 상영 중인 영화 다운로드 / 상영 중인 영화, 성인 영화, 소프트웨어, DVD, 음악, 엑박 다운로드 가능","spam"
"445","의약품 특가 최신 정보","의약품 특가 최신 정보 / 온라인 수백 가지 의약품의 올바른 공급원 / 전문 처방전 $0 비용 / 알레르기, 천식, 통증, 성 건강, 불안, 우울증, 심장병, 고콜레스테롤, 탈모 치료제 600종 이상","spam"
"446","미구독 용량 아카이빙","미구독 용량 아카이빙 / 오늘 오후 페리 프레이저와 통화했습니다. 마브릭스 판매 전 EBB의 미구독 용량 사본과 마브릭스 이후 시트 사본을 보유하고 있습니다. 페리가 매일 용량 시트를 프린트하고 있습니다.","ham"
"447","요청 제출됨: louise.kitchen@enron.com 접근 요청","요청 제출됨: louise.kitchen@enron.com 접근 요청 / 요청자가 귀하를 관리자로 지정하여 이 이메일을 받으셨습니다. 링크를 클릭하여 요청을 검토하고 처리해주세요. / 요청 ID: 000000000031063","ham"
"448","팀 개발 교육","팀 개발 교육 / AGI 컨설팅이 4월 3일 화요일~4일 수요일 델 라고 리조트 및 컨퍼런스 센터에서 팀 개발 교육을 진행합니다. 교육 계획에 명시된 대로 화요일 오전 8:00에 시작하여 오후 4시에 종료됩니다.","ham"
"449","격주 결제 요청","격주 결제 요청 / 수신 거부: warrenc@mortgagesaver.com으로 제목에 unsubscribe를 입력하여 이메일을 보내주세요.","spam"
"450","돌처럼 단단하게","돌처럼 단단하게 / 스퍼-M은 천연 성분 남성 강화 포뮬러의 최신 혁신입니다. 효과: 더 오래 지속되는 오르가즘, 강철 같은 단단한 발기, 성욕 증가, 리비도 향상, 강한 사정.","spam"
"451","너만을 위해!","너만을 위해! 프라이빗 뉴스 01-2005 회원 전용 / 이 사이트는 더 이상 약한 신경 소유자를 위한 곳이 아닙니다. 모든 도덕적 경계를 넘어서는 콘텐츠가 있습니다.","spam"
"452","답장: 계약들은 어떻게 되고 있나요?","답장: 계약들은 어떻게 되고 있나요? / 크랜달 완료 / 바데어 완료 / 스워즈빈 월요일에 의견 제출; 오늘 피드백 전달 예정 / 마이크 의견은 월요일까지 / 다음 주 체결 가능할 것으로 보임.","ham"
"453","2005년 신차 가격 확인 - 최저가 검색","2005년 신차 가격 확인 - 최저가 검색 / 안녕하세요! 자동차 구매를 원하시나요? 무료 검색으로 최저가 견적을 찾아보세요! 원하는 차종을 선택하면 최저가를 찾아드립니다!","spam"
"454","안슈만 슈리바스타바 - 비자 신청","안슈만 슈리바스타바 - 비자 신청 / 란렌드라, 인도에 있는 위 직원의 비자 절차를 시작하라는 요청을 받았습니다. 슈리바스타바 씨는 1998년 5월 10일부터 엔론 부팀장으로 근무 중인 것으로 알고 있습니다. 맞다면 미국으로 데려올 수 있습니다.","ham"
"455","이베이 경매 결제","이베이 경매 결제","spam"
"456","환경 부트캠프: ABS 컨설팅의 인기 강좌 지금 등록하세요","환경 부트캠프: ABS 컨설팅의 인기 강좌 지금 등록하세요 / 100% 만족 보장 / 강좌 내용에 만족하실 것입니다. 만족하지 못하시면 이유를 알려주시면 수강료를 환불해드립니다.","spam"
"457","이 소형주를 주목하세요","이 소형주를 주목하세요 / 브루트가 자유주의자 금발이 아니고 스테판스가 콘스탄틴이 아닌 것처럼 / 거래 신호: CDGT.OB","spam"
"458","CES 딜","CES 딜 / 참고 / --- 도나 그라이프 / 2000년 4월 26일 오후 5:36 전달 --- / 데이나 다이글 2000년 4월 25일 / 데이비드 올리버, 윌리엄 켈리에게","ham"
"459","답장: 불법 스팸","답장: 불법 스팸 / 사이트가 다시 온라인 상태입니다. 이 메일을 수신하신 것은 귀하가 메일링 리스트에 등록하셨기 때문입니다. 불법 콘텐츠 광고 스팸 메일입니다.","spam"
"460","미친 사이트","미친 사이트 / 메시지 로딩 중... / 이미지가 보이지 않으면 여기를 클릭하세요. / 알림 중지.","spam"
"461","개정 #1 - 2000년 7월 25일 HPL 지명","개정 #1 - 2000년 7월 25일 HPL 지명 / (첨부 파일 참조: hplo725.xls)","ham"
"462","몇 가지 사항","몇 가지 사항 / ADT 시큐리티로부터 환불 수표를 받으셨나요? / 비용 관련: $5,000 결제가 1/4/01에 발행되었으며 도착까지 영업일 기준 10일 소요됩니다. 여기로 우편 발송되었으니 확인하겠습니다.","ham"
"463","신규! 비아그라 소프트 정제","신규! 비아그라 소프트 정제 / 이 목록에서 수신 거부하려면: 리눅스 커널 메일링 리스트에 수신 거부 메시지를 보내주세요.","spam"
"464","전달: 금요일","전달: 금요일 / 루이스, 원격 사무소에도 이벤트를 마련해야 할까요? / 감사합니다, 줄리","ham"
"465","PA 및 ETA","PA 및 ETA / 짐 피에트르의 의견을 받았으며 최소한의 수정 사항이 있습니다. 마크가 현재 답변 중입니다. 한 시간 내로 해결될 것입니다. 마크 해디케","ham"
"466","2월 11일 금요일 휴가 사용이 문제될까요?","2월 11일 금요일 휴가 사용이 문제될까요?","ham"
"467","계량기 #1266; 2000년 7월 활동/배분 예외","계량기 #1266; 2000년 7월 활동/배분 예외 / 브랜디와인의 밥 도르체우스와 통화했습니다. 가스가 플랜트로 유입되었기 때문에 귀하와 그가 만나 가격에 합의하도록 권고했습니다. 이 가스는 지명 없이 흘렀습니다.","ham"
"468","비밀 공개","비밀 공개 / 비밀이 공개되었습니다. 성인 관련 광고 스팸입니다. 알림 중지 링크 포함.","spam"
"469","이 주식 오를까요?","이 주식 오를까요? / 저희가 알려드렸습니다! 아직 늦지 않았어요! / 거래 경보! / 타이밍이 전부! / 예상 수익 200-400% / 종목: CDGT.OB / 시작가: $3.15 / 10일 목표: $7-$8","spam"
"470","안녕하세요","안녕하세요 / 알파 남성 플러스 - 남성을 위한 유일한 다중 오르가즘 보조제! 조루를 방지하고 최고의 성 기계가 되세요. 발기 유지력 상실 없이 다중 오르가즘 가능!","spam"
"471","타달라필 소프트 정제 - 뛰어난 효과!","타달라필 소프트 정제 - 뛰어난 효과! / 안녕하세요! 새로운 제품 C-I-A-L-I-S 소프트 정제를 소개합니다. 발기부전 치료제로 최대 36시간 지속, 비아그라의 2-3시간과 비교됩니다!","spam"
